Package,VersionGA,VersionPreview,DisplayName,ServiceName,RepoPath,MSDocs,GHDocs,Type,New,PlannedVersions,FirstGADate,Support,Hide,Notes
@azure/cognitiveservices-qnamaker,3.2.0,,QnA Maker,QnA Maker,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-qnamaker,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-qnamaker-runtime,1.0.1,,QnA Maker Runtime,QnA Maker,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-qnamaker-runtime,NA,NA,client,FALSE,,,active,,
@azure/rest-api-specs-scripts,0.14.0,,RestAPI Specs Scripts,RestAPI Specification,https://github.com/Azure/rest-api-specs-scripts,NA,NA,client,FALSE,,,,,
azure-sb,0.11.1,,Service Bus,Service Bus,NA,NA,NA,client,FALSE,,,,TRUE,
@azure/servicefabric,5.0.0,,Service Fabric,Service Fabric,NA,https://docs.microsoft.com/javascript/api/overview/azure/service-fabric,NA,client,FALSE,,,active,,
microsoft-cognitiveservices-speech-sdk,1.14.1,,Speech,Speech,NA,https://docs.microsoft.com/javascript/api/overview/azure/speech-service,NA,client,FALSE,,,active,,
@azure/cognitiveservices-spellcheck,3.0.1,,Spell Check,Spell Check,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-spellcheck,NA,NA,client,FALSE,,,active,,
azure-storage,2.10.3,,Storage,Storage,NA,NA,NA,client,FALSE,,,,TRUE,
@azure/storage-datalake,0.2.0,,Storage - Files Data Lake,Storage,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/storage/storage-datalake,NA,,client,FALSE,,,maintenance,,Replaced by: @azure/storage-file-datalake
@azure/storage-file,10.3.0,,Storage - Files Shares,Storage,NA,NA,NA,client,FALSE,,,maintenance,,Replaced by: @azure/storage-file-share
azure-streamanalytics-cicd,2.1.1,,Stream Analytics CI/CD,Stream Analytics,NA,NA,NA,client,FALSE,,,active,,
@azure/swagger-validation-common,0.1.2,,Swagger Validation Common,OpenAPI Specification,NA,NA,NA,client,FALSE,,,,,
@azure/template,,1.0.9-beta.798246,Template,Template,NA,NA,NA,client,TRUE,,,,TRUE,
@azure/cognitiveservices-textanalytics,4.0.0,,Text Analytics,Text Analytics,NA,NA,,client,FALSE,,,maintenance,,Will be replaced by: @azure/ai-text-analytics
@azure-tools/adl,0.5.0,,Tools - ADL,ADL,NA,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/adl.core,0.1.499,,Tools - ADL Core,ADL,NA,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/adl.rules.azure,0.1.208,,Tools - ADL Rules Azure,ADL,NA,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/adl.types.arm,0.1.205,,Tools - ADL Types ARM,ADL,NA,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/adl.types.core,0.1.211,,Tools - ADL Types Core,ADL,NA,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/async-io,3.0.254,,Tools - Async IO,Async IO,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/azcopy-darwin,10.9.0,,Tools - Azcopy Darwin,Azcopy,https://github.com/Azure/azure-storage-azcopy,NA,NA,client,FALSE,,,active,,
@azure-tools/azcopy-linux,10.9.0,,Tools - Azcopy Linux,Azcopy,https://github.com/Azure/azure-storage-azcopy,NA,NA,client,FALSE,,,active,,
@azure-tools/azcopy-node,2.1.0,,Tools - Azcopy Node,Azcopy,https://github.com/Azure/azure-storage-azcopy,NA,NA,client,FALSE,,,active,,
@azure-tools/azcopy-win32,10.9.0,,Tools - Azcopy Win32,Azcopy,https://github.com/Azure/azure-storage-azcopy,NA,NA,client,FALSE,,,active,,
@azure-tools/azcopy-win64,10.9.0,,Tools - Azcopy Win64,Azcopy,https://github.com/Azure/azure-storage-azcopy,NA,NA,client,FALSE,,,active,,
@azure-tools/codemodel-v3,3.1.266,,Tools - Code Model V3,Code Model,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/codegen,2.5.294,,Tools - Codegen,Codegen,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/codegen-csharp,3.0.264,,Tools - Codegen Csharp,Codegen,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/datastore,4.2.1,,Tools - Data Store,Data Store,https://github.com/Azure/perks,NA,NA,client,FALSE,,,active,,
@azure-tools/deduplication,3.0.268,,Tools - Deduplication,Deduplication,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/eventing,3.0.253,,Tools - Eventing,Eventing,https://github.com/Azure/perks,NA,NA,client,FALSE,,,active,TRUE,
@azure-tools/extension,3.2.4,,Tools - Extension,Extensions,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/linq,3.1.263,,Tools - Linq,Linq,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/oai2-to-oai3,4.2.278,,Tools - Oai2 To Oai3,Oai2 To Oai3,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/object-comparison,3.0.253,,Tools - Object Comparison,Object Comparison,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/openapi,3.1.1,,Tools - OpenAPI,OpenAPI,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/openapi-tools-common,1.2.2,,Tools - OpenAPI Tools Common,OpenAPI Tools Common,NA,NA,NA,client,FALSE,,,active,,
@azure-tools/sourcemap,0.1.234,,Tools - Source Map,Source Map,NA,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/tasks,3.0.255,,Tools - Tasks,AutoRest,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure-tools/uri,3.1.1,,Tools - Uri,Uri,https://github.com/Azure/perks,NA,NA,client,FALSE,,,,TRUE,
@azure/cognitiveservices-translatortext,1.0.1,,Translator,Translator,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-translatortext,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-videosearch,3.0.1,,Video Search,Video Search,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-videosearch,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-visualsearch,3.0.1,,Visual Search,Visual Search,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-visualsearch,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-websearch,3.0.1,,Web Search,Web Search,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-websearch,NA,NA,client,FALSE,,,active,,
azure-arm-datalake-store,,3.1.2-preview,Data Lake Storage,Data Lake Storage (Gen 1),NA,NA,NA,mgmt,FALSE,,,,,
@azure/arm-advisor,2.0.0,,Resource Management - Advisor,Advisor,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/advisor/arm-advisor,https://docs.microsoft.com/javascript/api/overview/azure/advisor,NA,mgmt,FALSE,,,active,,
@azure/arm-analysisservices,2.3.2,,Resource Management - Analysis Services,Analysis Services,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/analysisservices/arm-analysisservices,https://docs.microsoft.com/javascript/api/overview/azure/analysis-services,NA,mgmt,FALSE,,,active,,
@azure/arm-apimanagement,7.0.0,,Resource Management - Api Management,API Management,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/apimanagement/arm-apimanagement,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-appconfiguration,1.3.0,,Resource Management - App Configuration,App Configuration,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/appconfiguration/arm-appconfiguration,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-appplatform,1.2.0,,Resource Management - App Platform,Spring Cloud,NA,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-appservice,7.0.0,,Resource Management - App Service,App Service,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/appservice/arm-appservice,https://docs.microsoft.com/javascript/api/overview/azure/appservice,NA,mgmt,FALSE,,,active,,
@azure/arm-appservice-profile-2019-03-01-hybrid,1.0.0,,Resource Management - App Service,App Service,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/appservice/arm-appservice-profile-2019-03-01-hybrid,NA,,mgmt,FALSE,,,,TRUE,
@azure/arm-appinsights,3.0.0,,Resource Management - Application Insights,Application Insights,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/applicationinsights/arm-appinsights,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-attestation,1.0.0,,Resource Management - Attestation,Attestation,NA,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-authorization,8.3.3,,Resource Management - Authorization,Authorization,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/authorization/arm-authorization,https://docs.microsoft.com/javascript/api/overview/azure/authorization,NA,mgmt,FALSE,,,active,,
@azure/arm-authorization-profile-2019-03-01-hybrid,1.0.0,,Resource Management - Authorization,Authorization,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/authorization/arm-authorization-profile-2019-03-01-hybrid,NA,,mgmt,FALSE,,,,TRUE,
@azure/arm-automation,10.0.0,,Resource Management - Automation,Automation,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/automation/arm-automation,https://docs.microsoft.com/javascript/api/overview/azure/automation,NA,mgmt,FALSE,,,active,,
@azure/arm-azurestack,2.0.0,,Resource Management - Azure Stack,Stack,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/azurestack/arm-azurestack,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-azurestackhci,1.0.0,,Resource Management - Azure Stack HCI,Stack HCI,NA,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-avs,1.0.0,,Resource Management - Azure VMware Solution,VMware Solution,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/avs/arm-avs,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-batch,5.0.0,,Resource Management - Batch,Batch,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/batch/arm-batch,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-batchai,2.1.0,,Resource Management - Batch AI,Batch AI,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/batchai/arm-batchai,https://docs.microsoft.com/javascript/api/overview/azure/batchai,,mgmt,FALSE,,,active,,
@azure/arm-billing,3.0.0,,Resource Management - Billing,Cost Management + Billing,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/billing/arm-billing,https://docs.microsoft.com/javascript/api/overview/azure/billing,NA,mgmt,FALSE,,,active,,
@azure/arm-botservice,2.0.0,,Resource Management - Bot Service,Bot Service,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/botservice/arm-botservice,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-cognitiveservices,5.2.0,,Resource Management - Cognitive Services,Cognitive Services,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/arm-cognitiveservices,https://docs.microsoft.com/javascript/api/overview/azure/cognitive-services,NA,mgmt,FALSE,,,active,,
@azure/arm-commerce,2.1.1,,Resource Management - Commerce,Commerce,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/commerce/arm-commerce,https://docs.microsoft.com/javascript/api/overview/azure/commerce,,mgmt,FALSE,,,active,,
@azure/arm-commitmentplans,1.2.0,,Resource Management - Commitment Plans,Machine Learning,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/machinelearning/arm-commitmentplans,NA,,mgmt,FALSE,,,active,,
@azure/arm-communication,1.0.0,,Resource Management - Communication,Communication,NA,NA,NA,mgmt,FALSE,,,active,,
@azure/arm-compute,16.1.0,,Resource Management - Compute,Compute,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/compute/arm-compute,https://docs.microsoft.com/javascript/api/overview/azure/virtualmachines,NA,mgmt,FALSE,,,active,,
@azure/arm-compute-profile-2019-03-01-hybrid,1.0.0,,Resource Management - Compute Profile,Compute,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/compute/arm-compute-profile-2019-03-01-hybrid,NA,,mgmt,FALSE,,,,TRUE,
@azure/arm-consumption,6.3.0,,Resource Management - Consumption,Consumption,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/consumption/arm-consumption,NA,,mgmt,FALSE,,,active,,
@azure/arm-containerinstance,6.1.0,,Resource Management - Container Instances,Container Instances,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/containerinstance/arm-containerinstance,NA,NA,mgmt,FALSE,,,active,,
